conversion_id,campaign_id,customer_id,conversion_date,conversion_type,conversion_value,attribution_model,time_to_convert_days
36500,287,9669,2024-08-29,Download,2189877.77,First Click,42
36501,117,42019,2023-11-15,Purchase,432361.95,Last Click,1
36502,314,2471,2024-01-06,Sign Up,2324005.25,Time Decay,77
36503,101,41131,2025-04-19,Purchase,1076583.12,Last Click,69
36504,240,34290,2025-06-20,Add to Cart,1984765.16,Time Decay,35
36505,14,54326,2025-01-07,Contact,981409.79,Linear,33
36506,471,45834,2023-11-30,Purchase,2422030.11,First Click,26
36507,28,20099,2025-10-18,Sign Up,55745.81,Linear,15
36508,340,40590,2023-12-03,Sign Up,283367.86,Linear,30
36509,487,11042,2024-09-12,Add to Cart,2054895.22,Time Decay,4
36510,12,2149,2024-06-26,Sign Up,927698.0,Linear,54
36511,4,27043,2025-03-18,Sign Up,2313902.68,Last Click,22
36512,25,39513,2024-08-01,Sign Up,975176.49,Last Click,52
36513,49,56392,2024-03-17,Add to Cart,983262.8,First Click,18
36514,111,30663,2025-07-22,Sign Up,1816380.86,Linear,30
36515,86,14172,2024-07-21,Purchase,276503.69,Last Click,35
36516,102,7869,2024-12-07,Sign Up,898288.85,First Click,61
36517,440,57167,2024-03-12,Download,1574903.51,First Click,56
36518,159,25876,2024-03-12,Sign Up,1747119.53,Linear,5
36519,124,32243,2024-09-20,Add to Cart,1774495.8,Time Decay,18
36520,279,23496,2025-05-11,Download,2096423.45,Linear,54
36521,256,1190,2025-10-12,Contact,1987778.35,Time Decay,36
36522,174,55209,2025-02-01,Purchase,1192504.64,Time Decay,0
36523,324,23564,2025-08-08,Add to Cart,994871.49,Last Click,56
36524,29,55468,2024-01-17,Add to Cart,2999679.44,First Click,13
36525,239,50088,2025-09-09,Add to Cart,1184912.54,Last Click,44
36526,213,41288,2024-05-04,Download,1873620.43,Linear,35
36527,363,17889,2024-12-17,Purchase,2639960.93,Linear,38
36528,423,51296,2025-08-30,Add to Cart,2446201.62,Linear,46
36529,497,28615,2024-11-27,Purchase,2673735.42,Time Decay,57
36530,1,58732,2025-05-22,Contact,2351949.68,Time Decay,15
36531,161,3177,2025-04-10,Contact,1042035.89,Time Decay,67
36532,110,41480,2025-10-09,Download,1465966.97,Last Click,70
36533,230,56889,2024-05-30,Sign Up,1552815.37,Last Click,6
36534,412,19230,2024-01-08,Add to Cart,1262428.93,Time Decay,67
36535,56,47813,2024-08-24,Contact,1414592.19,Time Decay,9
36536,190,50426,2025-05-08,Add to Cart,1449868.88,First Click,42
36537,15,17256,2025-10-03,Contact,779083.72,Linear,5
36538,272,21462,2024-03-01,Contact,1437064.68,Time Decay,26
36539,166,57824,2023-11-13,Purchase,1175245.66,First Click,3
36540,389,2470,2025-05-15,Add to Cart,262514.12,First Click,86
36541,37,5460,2024-06-12,Add to Cart,2121901.73,Linear,71
36542,209,19493,2024-10-11,Sign Up,993396.72,First Click,24
36543,186,26824,2024-11-26,Download,873386.53,First Click,2
36544,353,53749,2024-07-13,Add to Cart,1298883.86,Linear,26
36545,18,59500,2025-09-15,Add to Cart,1873110.71,First Click,85
36546,285,9066,2024-02-07,Add to Cart,388382.26,Time Decay,89
36547,471,42405,2024-05-01,Download,211924.48,Last Click,72
36548,479,2708,2025-09-22,Purchase,1738899.33,First Click,70
36549,65,44717,2025-01-24,Download,581373.16,Linear,64
36550,66,10430,2025-10-01,Purchase,2681839.27,Linear,37
36551,401,58442,2024-12-30,Contact,128257.89,Time Decay,52
36552,411,22123,2024-05-23,Sign Up,622753.54,Linear,27
36553,264,3066,2025-02-02,Purchase,1986080.58,First Click,71
36554,308,39205,2024-04-27,Contact,2391739.49,First Click,9
36555,378,37476,2024-05-21,Purchase,1566547.27,First Click,80
36556,97,45645,2025-05-26,Contact,189179.14,Last Click,44
36557,197,59319,2025-07-09,Sign Up,1328844.91,Last Click,13
36558,327,33650,2024-10-07,Sign Up,2236316.47,First Click,22
36559,395,18760,2025-02-22,Download,2368773.99,Linear,38
36560,152,42176,2024-08-17,Download,2036894.84,Last Click,87
36561,169,45111,2023-12-31,Contact,1248606.5,First Click,1
36562,392,51268,2024-02-11,Purchase,2572805.28,Time Decay,39
36563,16,51824,2024-01-29,Contact,973151.69,Linear,63
36564,24,13662,2023-11-18,Add to Cart,991922.69,Last Click,56
36565,293,41317,2024-03-23,Purchase,2242032.58,Last Click,44
36566,362,55927,2024-09-02,Download,640752.71,First Click,44
36567,313,8673,2025-09-21,Download,2820595.55,Linear,52
36568,190,45407,2024-01-12,Download,2555912.06,First Click,21
36569,153,40579,2024-01-03,Add to Cart,711215.98,Last Click,61
36570,196,32682,2025-08-24,Add to Cart,2674688.98,First Click,31
36571,32,30611,2025-07-03,Purchase,2188943.24,Linear,52
36572,41,58467,2025-04-25,Sign Up,2592002.33,Time Decay,57
36573,486,56060,2024-05-19,Purchase,374614.99,Time Decay,73
36574,464,22668,2024-08-06,Sign Up,2598139.61,Time Decay,44
36575,80,30762,2025-09-11,Sign Up,303949.4,Linear,27
36576,158,30026,2025-03-11,Sign Up,2598199.84,First Click,52
36577,152,16215,2025-02-01,Download,2225416.57,First Click,86
36578,457,4374,2024-10-12,Sign Up,1076762.07,Linear,36
36579,418,45184,2024-05-08,Contact,133758.34,Last Click,38
36580,89,19712,2025-07-28,Add to Cart,2829344.53,Time Decay,47
36581,388,31718,2025-07-02,Contact,739060.7,Last Click,62
36582,226,50448,2025-05-08,Download,534298.76,Last Click,30
36583,50,51146,2023-12-22,Sign Up,864898.43,Time Decay,8
36584,214,29298,2025-05-02,Contact,1986595.68,First Click,28
36585,444,13307,2024-11-13,Add to Cart,1309934.18,Last Click,18
36586,102,24764,2024-09-25,Add to Cart,100335.29,Last Click,0
36587,153,35732,2025-09-02,Sign Up,141523.68,Last Click,26
36588,496,24175,2025-11-10,Add to Cart,2230796.66,Last Click,86
36589,250,52031,2025-05-28,Download,1793165.94,Last Click,23
36590,115,24008,2025-07-07,Purchase,2058786.21,First Click,90
36591,178,13275,2024-09-02,Contact,306550.81,Linear,48
36592,164,49415,2025-03-14,Add to Cart,1677743.13,Linear,17
36593,27,13764,2025-09-29,Add to Cart,116931.74,Linear,12
36594,30,55245,2024-07-24,Sign Up,2195110.29,First Click,77
36595,315,29798,2025-06-13,Add to Cart,2728473.22,First Click,17
36596,190,37173,2025-05-12,Purchase,2983574.53,Linear,39
36597,127,52376,2025-04-14,Add to Cart,2084448.19,Last Click,19
36598,398,3490,2023-11-17,Contact,2859708.92,Time Decay,40
36599,332,27767,2025-06-17,Contact,2866337.9,First Click,89
36600,474,3641,2025-03-09,Download,1379188.45,Linear,11
36601,185,25613,2024-03-16,Download,2075053.32,Last Click,57
36602,134,4759,2024-09-05,Sign Up,2890148.02,Linear,31
36603,445,4732,2024-06-06,Sign Up,402065.96,First Click,53
36604,99,35668,2024-05-26,Add to Cart,516693.38,Linear,10
36605,332,6087,2023-12-30,Purchase,1568861.89,Time Decay,69
36606,242,38972,2024-06-07,Purchase,2630650.31,First Click,79
36607,96,48659,2025-02-18,Add to Cart,2086880.16,First Click,16
36608,373,15045,2025-06-05,Purchase,1210672.21,First Click,54
36609,31,21550,2024-07-17,Download,2349000.42,Linear,60
36610,158,40910,2025-08-12,Sign Up,2286240.44,Last Click,29
36611,38,17806,2024-11-18,Purchase,1102440.33,Last Click,27
36612,167,40823,2024-09-23,Sign Up,2235186.04,Last Click,26
36613,450,57450,2025-05-21,Contact,2754643.92,First Click,9
36614,318,20528,2025-02-27,Purchase,2510940.32,First Click,43
36615,205,19391,2025-01-15,Sign Up,2327624.91,Last Click,58
36616,457,48291,2023-11-29,Download,2384115.97,Linear,26
36617,277,18139,2023-12-11,Sign Up,1783196.9,Last Click,88
36618,394,26512,2025-06-24,Add to Cart,440250.3,First Click,10
36619,294,31146,2025-05-22,Add to Cart,576751.59,First Click,35
36620,252,58466,2024-12-23,Contact,362296.58,First Click,32
36621,391,40523,2024-05-09,Sign Up,1055095.59,Linear,33
36622,498,14711,2025-10-13,Add to Cart,888081.92,Time Decay,8
36623,129,56058,2024-04-22,Contact,2194877.14,First Click,39
36624,6,5761,2023-12-16,Sign Up,,Linear,84
36625,397,54351,2025-11-07,Add to Cart,2205871.66,Time Decay,89
36626,48,11528,2025-07-29,Purchase,1569967.88,Last Click,84
36627,130,9013,2024-01-13,Purchase,648826.94,Time Decay,36
36628,243,39761,2025-01-10,Download,473270.24,Last Click,52
36629,150,37109,2025-06-10,Contact,2637563.62,Time Decay,9
36630,362,6224,2025-11-09,Contact,1231970.27,Linear,89
36631,365,57327,2024-10-05,Purchase,106540.49,Last Click,85
36632,466,10572,2024-11-29,Contact,710721.76,Linear,3
36633,477,54704,2024-10-22,Download,2682351.74,Linear,54
36634,107,57648,2025-05-02,Contact,2707798.27,Linear,83
36635,32,57000,2025-08-05,Contact,2803238.93,Time Decay,54
36636,428,28410,2025-03-21,Download,1368877.55,First Click,41
36637,327,40286,2025-09-17,Download,1559638.16,Last Click,51
36638,410,1078,2023-12-27,Purchase,580516.87,Linear,86
36639,272,52257,2025-02-19,Purchase,639735.41,First Click,7
36640,299,16446,2025-07-22,Add to Cart,2664703.99,Linear,31
36641,144,17179,2024-07-24,Purchase,305760.94,Time Decay,48
36642,485,35263,2025-06-02,Add to Cart,1972307.31,Linear,5
36643,245,55150,2025-01-24,Purchase,1311991.16,Time Decay,63
36644,465,39253,2025-07-23,Download,1714870.72,First Click,0
36645,471,16332,2025-04-13,Purchase,247408.52,Last Click,65
36646,113,1139,2025-04-12,Download,550409.96,First Click,43
36647,34,37208,2023-11-16,Download,2606297.32,Time Decay,29
36648,264,47194,2025-10-03,Contact,2211500.62,Last Click,48
36649,229,37327,2024-10-23,Sign Up,2451479.42,Last Click,10
36650,324,42680,2024-10-05,Add to Cart,2035891.41,First Click,12
36651,259,25834,2025-08-21,Download,2029258.87,Time Decay,78
36652,252,50274,2024-06-04,Purchase,561477.61,Last Click,44
36653,66,5865,2024-09-21,Contact,2648078.16,Last Click,65
36654,495,24495,2025-10-19,Add to Cart,1583207.08,Last Click,68
36655,297,265,2023-12-30,Add to Cart,2859500.59,Time Decay,42
36656,266,42187,2024-05-14,Sign Up,2170484.03,First Click,41
36657,184,24834,2023-11-30,Contact,2208901.11,Time Decay,71
36658,309,21666,2025-10-04,Add to Cart,851327.18,First Click,74
36659,325,26916,2024-01-28,Download,2234831.15,Linear,43
36660,395,18936,2024-05-01,Download,1929220.72,Last Click,23
36661,449,190,2025-10-23,Add to Cart,1894765.43,Linear,54
36662,245,12821,2025-07-20,Contact,405291.17,First Click,75
36663,389,54043,2024-06-01,Contact,2443080.54,Time Decay,23
36664,441,50830,2025-08-19,Purchase,1034232.8,Last Click,88
36665,187,46106,2023-12-03,Download,602010.53,Last Click,25
36666,89,35894,2024-10-16,Contact,2206033.96,Linear,76
36667,392,30344,2025-03-16,Sign Up,1028859.43,Linear,22
36668,33,36816,2024-01-03,Download,526392.35,First Click,59
36669,473,47785,2025-10-31,Add to Cart,351843.95,Time Decay,45
36670,423,921,2024-02-12,Download,617038.67,Last Click,81
36671,473,13238,2025-03-21,Purchase,1343253.67,Time Decay,75
36672,422,46927,2025-01-15,Purchase,361537.77,First Click,36
36673,314,25245,2023-12-04,Contact,1727391.64,Linear,15
36674,441,26640,2024-02-09,Add to Cart,2196343.31,Linear,63
36675,353,2170,2025-03-26,Sign Up,888788.7,Time Decay,57
36676,164,21855,2025-02-02,Add to Cart,2099009.41,Last Click,54
36677,194,18364,2024-06-24,Download,678463.15,First Click,71
36678,105,30350,2025-09-17,Sign Up,2787284.9,Linear,79
36679,305,50186,2024-03-25,Purchase,2182787.7,Time Decay,65
36680,489,46424,2024-08-18,Sign Up,2395548.41,Linear,70
36681,466,41415,2024-05-29,Sign Up,567958.47,Linear,42
36682,410,15351,2024-12-31,Sign Up,2946291.2,Linear,1
36683,387,48054,2025-07-13,Contact,270177.94,Linear,65
36684,34,54967,2025-09-15,Contact,1133678.1,Last Click,63
36685,343,13634,2024-04-29,Add to Cart,221682.35,First Click,18
36686,259,25947,2023-11-24,Add to Cart,760434.32,Linear,28
36687,297,15184,2023-12-15,Download,124313.58,Time Decay,22
36688,69,53607,2025-01-29,Download,1493752.9,Time Decay,31
36689,245,16711,2025-03-01,Sign Up,511850.92,Linear,30
36690,435,33767,2024-05-28,Purchase,1288425.73,Linear,17
36691,481,52329,2025-06-10,Purchase,1186286.31,Last Click,81
36692,298,24836,2025-08-15,Add to Cart,1279325.91,Linear,17
36693,230,41913,2024-11-29,Contact,279315.76,Time Decay,47
36694,249,6066,2024-03-25,Add to Cart,1101917.24,Linear,82
36695,488,5537,2024-02-01,Add to Cart,115800.85,Linear,85
36696,318,20672,2024-06-30,Add to Cart,216534.54,First Click,56
36697,355,16398,2024-01-12,Purchase,2824527.87,First Click,50
36698,123,32529,2024-01-18,Purchase,90394.92,Linear,44
36699,400,48791,2024-12-25,Sign Up,1178726.79,Time Decay,76
36700,325,43512,2025-10-15,Add to Cart,1174411.72,Last Click,33
36701,351,15639,2025-06-21,Contact,1219911.4,Time Decay,32
36702,496,40800,2024-03-19,Download,438647.98,Linear,55
36703,101,17340,2025-03-26,Contact,1582311.53,Last Click,23
36704,48,20045,2025-04-17,Download,2316393.04,Linear,81
36705,33,54202,2025-10-27,Add to Cart,983493.68,First Click,18
36706,49,54738,2025-10-15,Add to Cart,2692607.66,Time Decay,40
36707,400,58466,2024-09-23,Contact,2768941.24,Time Decay,4
36708,327,51692,2025-08-01,Add to Cart,2709095.51,Time Decay,6
36709,364,3398,2025-07-27,Purchase,1868138.43,Linear,53
36710,282,37030,2024-10-24,Purchase,317177.55,Linear,59
36711,101,15357,2024-02-26,Contact,2052325.75,Last Click,2
36712,348,19381,2024-12-19,Contact,637470.43,Last Click,24
36713,70,8901,2024-09-15,Sign Up,2256190.76,Linear,80
36714,184,26106,2025-09-24,Download,1268376.88,First Click,43
36715,2,5446,2025-09-25,Contact,1536777.08,Last Click,31
36716,41,6023,2023-12-22,Contact,2409834.92,Time Decay,48
36717,474,46069,2025-02-24,Download,1315236.69,Time Decay,44
36718,40,5144,2024-11-13,Purchase,1277768.59,Last Click,87
36719,269,21884,2024-06-29,Add to Cart,2917715.38,Linear,90
36720,184,19201,2025-01-17,Add to Cart,1085596.62,Last Click,47
36721,291,35533,2025-07-31,Contact,601162.83,Linear,30
36722,97,41474,2025-11-08,Purchase,872893.91,Time Decay,56
36723,443,44760,2025-07-11,Purchase,2526043.12,First Click,44
36724,384,6770,2023-12-03,Purchase,1323771.13,Time Decay,70
36725,138,27603,2024-08-28,Purchase,2789518.91,Time Decay,68
36726,54,32629,2025-07-14,Sign Up,1833880.31,Linear,52
36727,359,1760,2024-10-15,Sign Up,2842853.63,First Click,10
36728,424,372,2024-04-10,Contact,1339231.44,Time Decay,58
36729,105,721,2025-08-25,Purchase,1102831.57,First Click,28
36730,291,42325,2025-04-02,Sign Up,1058741.06,Linear,5
36731,149,47377,2025-06-24,Purchase,525765.96,Time Decay,86
36732,89,1692,2024-07-16,Contact,2470798.34,Time Decay,22
36733,182,12106,2025-02-11,Sign Up,366244.73,Time Decay,89
36734,20,30002,2024-08-12,Sign Up,556634.43,Linear,30
36735,364,8529,2024-03-08,Add to Cart,1286568.0,Last Click,81
36736,361,21660,2025-05-22,Download,2765513.55,Time Decay,26
36737,164,29594,2024-02-08,Contact,1186174.59,Last Click,58
36738,401,5499,2024-11-05,Purchase,1486093.9,Time Decay,86
36739,148,36042,2025-07-10,Contact,487335.28,First Click,37
36740,251,5205,2025-08-24,Purchase,2192681.65,Time Decay,87
36741,186,2588,2025-07-24,Purchase,1444903.64,First Click,58
36742,421,55774,2024-02-17,Purchase,159984.51,Linear,80
36743,357,44079,2024-05-11,Purchase,57577.29,Last Click,84
36744,118,33055,2024-11-04,Sign Up,357052.0,Last Click,23
36745,408,49203,2024-11-18,Download,624949.67,Time Decay,63
36746,442,5665,2025-01-10,Sign Up,2773331.55,Time Decay,4
36747,312,27191,2024-11-24,Download,2836879.23,First Click,17
36748,24,49537,2025-05-15,Sign Up,1103147.58,Linear,44
36749,116,54174,2024-12-11,Purchase,2947963.32,Time Decay,81
36750,44,3650,2023-12-27,Contact,2908677.13,Time Decay,67
36751,329,40650,2024-10-12,Add to Cart,1487273.57,First Click,48
36752,210,4521,2025-05-25,Download,107985.58,Time Decay,0
36753,382,19124,2025-10-05,Sign Up,1358049.75,First Click,16
36754,26,19269,2025-01-25,Sign Up,2313136.05,Linear,77
36755,259,2977,2024-08-19,Sign Up,1743238.69,Last Click,53
36756,408,35061,2024-01-06,Purchase,1119339.48,First Click,74
36757,126,41735,2024-09-20,Sign Up,1494412.44,Last Click,85
36758,389,59187,2024-10-13,Add to Cart,1275949.76,Linear,61
36759,182,58837,2024-07-07,Add to Cart,1715322.08,First Click,83
36760,394,43733,2024-07-21,Purchase,1952236.48,Time Decay,45
36761,135,59814,2025-10-30,Contact,978301.29,First Click,1
36762,322,52284,2024-11-24,Contact,1669342.96,Time Decay,35
36763,451,21471,2024-12-16,Purchase,313844.42,Linear,79
36764,80,48660,2025-02-18,Download,2464391.28,Time Decay,65
36765,206,42698,2024-09-18,Add to Cart,1052468.29,Time Decay,21
36766,308,33643,2024-08-28,Contact,,Linear,64
36767,30,35201,2024-10-01,Sign Up,1575782.72,Linear,89
36768,405,27601,2024-08-12,Sign Up,2469175.47,Last Click,4
36769,241,44239,2025-01-10,Download,2115426.61,Linear,56
36770,296,2299,2025-09-23,Add to Cart,1331356.3,First Click,55
36771,252,11457,2025-08-31,Add to Cart,1860067.02,First Click,52
36772,327,36227,2024-05-16,Download,1117023.18,Last Click,76
36773,392,55923,2024-12-24,Contact,1324458.57,First Click,12
36774,79,7958,2025-08-29,Download,1869420.38,Time Decay,40
36775,207,48305,2025-10-15,Sign Up,2880857.21,Time Decay,58
36776,290,55951,2025-10-13,Add to Cart,397993.74,Time Decay,13
36777,435,14191,2024-10-20,Add to Cart,415181.59,Linear,71
36778,19,2416,2025-08-20,Add to Cart,1749307.18,First Click,87
36779,84,32189,2024-03-05,Contact,811034.67,First Click,59
36780,495,3830,2025-06-19,Download,1855015.0,Linear,32
36781,271,49061,2024-12-23,Purchase,1827518.91,Linear,51
36782,320,33095,2024-06-10,Purchase,298102.58,Time Decay,32
36783,17,36952,2024-05-16,Sign Up,2546411.4,Last Click,49
36784,490,58410,2025-10-19,Contact,2683228.27,Last Click,15
36785,257,59939,2024-06-12,Add to Cart,2181349.58,Linear,17
36786,469,40421,2023-12-18,Download,282219.61,Time Decay,19
36787,200,33527,2024-05-27,Add to Cart,540246.5,First Click,24
36788,236,25949,2025-04-07,Sign Up,1334876.0,Linear,68
36789,402,10149,2024-05-11,Contact,972412.62,Time Decay,76
36790,103,5906,2024-03-14,Purchase,2903068.03,Last Click,23
36791,285,41066,2025-01-29,Add to Cart,1126200.29,Time Decay,36
36792,377,44461,2025-10-15,Add to Cart,658179.26,Time Decay,5
36793,446,51891,2025-06-12,Contact,803939.12,Last Click,50
36794,402,57222,2024-09-20,Purchase,1867613.03,Time Decay,38
36795,233,58237,2023-12-31,Sign Up,2722856.66,Linear,46
36796,62,59839,2023-11-22,Add to Cart,2830184.45,First Click,0
36797,80,16407,2025-04-12,Sign Up,2851054.07,Linear,57
36798,134,3247,2025-05-07,Purchase,308137.08,Linear,7
36799,92,29543,2024-01-28,Download,906940.13,Last Click,80
36800,158,25154,2024-10-16,Purchase,643916.68,Last Click,60
36801,262,16406,2024-11-04,Download,1035840.69,Linear,8
36802,97,17574,2024-10-24,Sign Up,373918.24,Time Decay,16
36803,383,12259,2025-06-10,Contact,1547201.37,Time Decay,6
36804,13,49858,2025-04-20,Download,1911694.36,First Click,88
36805,111,23586,2024-12-20,Purchase,1310384.39,Time Decay,16
36806,225,7573,2025-03-11,Purchase,339306.31,Time Decay,71
36807,422,30985,2025-10-09,Add to Cart,381406.25,Linear,63
36808,227,43914,2025-10-05,Purchase,264741.67,Time Decay,36
36809,238,41151,2024-04-24,Purchase,2673494.68,Last Click,38
36810,254,25133,2024-07-05,Contact,2630268.47,Linear,31
36811,92,52051,2025-03-05,Add to Cart,2244132.78,First Click,80
36812,80,19662,2025-04-20,Add to Cart,1603698.82,Last Click,35
36813,139,35014,2023-11-12,Purchase,958083.12,First Click,42
36814,410,8882,2025-05-08,Contact,2942312.94,Last Click,13
36815,197,40416,2025-01-23,Purchase,512784.72,First Click,55
36816,424,29929,2023-12-12,Add to Cart,2915001.05,Time Decay,47
36817,196,14093,2024-09-13,Download,2811639.67,Linear,79
36818,171,18553,2024-05-21,Contact,731873.33,Linear,85
36819,380,9464,2024-08-19,Sign Up,2384326.98,First Click,74
36820,52,46439,2025-06-05,Download,1444118.51,First Click,79
36821,437,19014,2024-02-09,Purchase,1066614.09,Linear,74
36822,197,40364,2025-03-18,Add to Cart,1511975.2,Linear,30
36823,243,43785,2023-12-28,Contact,1608911.08,Time Decay,67
36824,30,5994,2024-09-01,Contact,55510.53,Last Click,20
36825,385,26258,2025-08-14,Purchase,377809.47,Time Decay,24
36826,155,51493,2024-09-16,Add to Cart,283771.73,First Click,24
36827,23,1714,2024-02-22,Add to Cart,2256872.46,First Click,73
